Название модели;Фильтр;Размер ячейки;Параметры;Ср. значение высоты (исх.);Ср. значение уклона (исх.);Ср. значение hcurv (исх.);Ср. значение vcurv (исх.);Ср. значения высоты (шум.);Ср. значение уклона (шум.);Ср. значение hcurv (шум.);Ср. значение vcurv (шум.);Ср. значения высоты (фил.);Ср. значения уклона (фил.);Ср. значения hcurv (фил.);Ср. значения vcurv (фил.)
ASTERDEM;AdaptiveFilter;7;1.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61155029869587;53.74973;-0.0016558203;-0.0008365885
ASTERDEM;EdgePreservingMeanFilter;7;1.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61345418918228;51.325832;0.0005805372;-0.00036148884
ASTERDEM;AdaptiveFilter;7;1.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6108370876046;53.92747;0.001863364;-0.0010034645
ASTERDEM;EdgePreservingMeanFilter;7;1.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61345418918228;51.325832;0.0005805372;-0.00036148884
ASTERDEM;AdaptiveFilter;7;2.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61057698830223;54.061047;0.004532453;-0.00060804666
ASTERDEM;EdgePreservingMeanFilter;7;2.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61345418918228;51.325832;0.0005805372;-0.00036148884
ASTERDEM;FPDEMS;7;[5, 2, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62085;54.379353;0.003430292;-0.0011055679
ASTERDEM;FPDEMS;7;[5, 3, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62054;54.3756;0.0024206967;-0.0009674587
ASTERDEM;FPDEMS;7;[5, 4, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6193;54.366463;0.004647539;-0.0009260466
ASTERDEM;FPDEMS;7;[5, 5, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62053;54.3718;0.0007684693;-0.0008572307
ASTERDEM;FPDEMS;7;[5, 6, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62029;54.391155;0.0035744247;-0.00087439147
ASTERDEM;FPDEMS;7;[5, 7, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62106;54.391464;0.00016739566;-0.0008838659
ASTERDEM;FPDEMS;7;[5, 8, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62213;54.38602;0.0021340295;-0.0012235554
ASTERDEM;FPDEMS;7;[5, 9, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62274;54.388905;0.0044006235;-0.00096321944
ASTERDEM;FPDEMS;7;[5, 10, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6222;54.371536;0.0012889693;-0.0007458427
ASTERDEM;FPDEMS;7;[5, 11, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6222;54.373173;0.00028842842;-0.00067579554
ASTERDEM;FPDEMS;7;[5, 12, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62476;54.372543;0.0026597858;-0.0005640471
ASTERDEM;FPDEMS;7;[5, 13, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6234;54.3899;0.003709981;-0.0006495736
ASTERDEM;FPDEMS;7;[5, 14, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62502;54.39148;0.006461371;-0.00068280613
ASTERDEM;FPDEMS;7;[5, 15, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62572;54.404762;0.0015527012;-0.0009652517
ASTERDEM;FPDEMS;7;[5, 16, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62764;54.417675;0.0011778392;-0.0011365755
ASTERDEM;FPDEMS;7;[5, 17, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6263;54.438786;0.003896401;-0.000933564
ASTERDEM;FPDEMS;7;[5, 18, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62549;54.460945;-0.0020786955;-0.0005649233
ASTERDEM;FPDEMS;7;[5, 19, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62738;54.465298;0.0025919282;-0.0007999986
ASTERDEM;FPDEMS;7;[5, 20, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62549;54.418003;0.002837311;-0.0009128142
ASTERDEM;FPDEMS;7;[5, 21, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6241;54.461376;0.012569669;-0.0007779774
ASTERDEM;FPDEMS;7;[5, 22, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62415;54.45657;0.005769114;-0.00073188584
ASTERDEM;FPDEMS;7;[5, 23, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62354;54.451702;0.0056828842;-0.0012259838
ASTERDEM;FPDEMS;7;[5, 24, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6211;54.46275;-0.0034842556;-0.00096071715
ASTERDEM;FPDEMS;7;[5, 25, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62471;54.474346;0.0050525656;-0.0005434486
ASTERDEM;FPDEMS;7;[5, 26, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6266;54.491478;0.0042313305;-0.0005132352
ASTERDEM;FPDEMS;7;[5, 27, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62712;54.48784;0.003909922;-0.0009049598
ASTERDEM;FPDEMS;7;[5, 28, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62547;54.475853;0.005512752;-0.00092054316
ASTERDEM;FPDEMS;7;[5, 29, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6245;54.45874;0.0047827917;-0.0012065104
ASTERDEM;FPDEMS;7;[5, 30, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62566;54.472458;0.00823122;-0.0012788281
ASTERDEM;FPDEMS;7;[5, 31, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62274;54.475018;0.010896647;-0.00094785076
ASTERDEM;FPDEMS;7;[5, 32, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62381;54.45567;0.0025884982;-0.0009963907
ASTERDEM;FPDEMS;7;[5, 33, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62306;54.462574;0.00075410184;-0.00055117416
ASTERDEM;FPDEMS;7;[5, 34, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62534;54.457005;0.0013454723;-0.0005538783
ASTERDEM;FPDEMS;7;[5, 35, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62816;54.444416;-0.001473306;-0.00067653466
ASTERDEM;FPDEMS;7;[5, 36, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62859;54.462757;0.0011441824;-0.0009110253
ASTERDEM;FPDEMS;7;[5, 37, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6267;54.475525;0.0063049435;-0.00094117754
ASTERDEM;FPDEMS;7;[5, 38, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62868;54.472214;0.0071657966;-0.000817688
ASTERDEM;FPDEMS;7;[5, 39, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.63094;54.485268;0.0017480687;-0.0007405836
ASTERDEM;MeanFilter;11;-;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.5542422520614;44.94225;0.0014148683;0.0010810237
ASTERDEM;MedianFilter;11;;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.51116156992003;42.856995;-0.020660693;0.0020526901
ASTERDEM;ConservativeSmoothingFilter;11;-;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61630306134992;54.298588;0.005272093;-0.0012284556
ASTERDEM;MajorityFilter;11;-;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.48173367864067;47.208004;-0.003217031;0.0055358834
ASTERDEM;OlympicFilter;11;-;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.59958323616507;44.976234;0.00198611;0.0010932606
ASTERDEM;AdaptiveFilter;11;0.1;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.55593569244817;44.938236;0.0048445943;0.0010314627
ASTERDEM;EdgePreservingMeanFilter;11;0.1;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.2;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.56743550030635;44.92775;0.00014570127;0.0010974471
ASTERDEM;EdgePreservingMeanFilter;11;0.2;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.3;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.58935883405056;44.878155;0.0004490115;0.0006656541
ASTERDEM;EdgePreservingMeanFilter;11;0.3;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.4;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62170134372232;44.9436;-0.0005811933;0.0010049398
ASTERDEM;EdgePreservingMeanFilter;11;0.4;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.5;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.64936529146874;45.168133;-0.002669488;0.0012743627
ASTERDEM;EdgePreservingMeanFilter;11;0.5;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.6;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.65705336912754;46.026237;-0.0041957274;0.0017084116
ASTERDEM;EdgePreservingMeanFilter;11;0.6;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.7;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.66369715467957;47.11819;-0.0029160376;0.0011700917
ASTERDEM;EdgePreservingMeanFilter;11;0.7;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6552645820549;48.464687;0.006053059;0.0015667804
ASTERDEM;EdgePreservingMeanFilter;11;0.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;0.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6435938216071;49.556774;0.007602015;0.002265108
ASTERDEM;EdgePreservingMeanFilter;11;0.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62991436975616;50.55674;0.00935826;0.0012456928
ASTERDEM;EdgePreservingMeanFilter;11;1.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.1;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61716979973792;51.361526;0.007675;0.0018558028
ASTERDEM;EdgePreservingMeanFilter;11;1.1;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.2;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.5985865280338;52.111267;-0.002995411;0.00066014414
ASTERDEM;EdgePreservingMeanFilter;11;1.2;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.3;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.59378256131023;52.704075;0.0071442546;-1.6519876e-05
ASTERDEM;EdgePreservingMeanFilter;11;1.3;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.4;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.59971406560322;53.08343;0.003238798;-0.0010480745
ASTERDEM;EdgePreservingMeanFilter;11;1.4;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.5;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.59786880764693;53.345245;0.00042454043;-0.00087658264
ASTERDEM;EdgePreservingMeanFilter;11;1.5;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.6;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6028112164617;53.622528;0.0010274946;-0.00030047883
ASTERDEM;EdgePreservingMeanFilter;11;1.6;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.7;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6100174423192;53.805466;0.0041368883;-0.0010097175
ASTERDEM;EdgePreservingMeanFilter;11;1.7;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.60984228672507;53.933384;0.005097909;-0.00085370656
ASTERDEM;EdgePreservingMeanFilter;11;1.8;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;1.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6099052041824;54.13096;0.0063867234;-0.0007691872
ASTERDEM;EdgePreservingMeanFilter;11;1.9;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;AdaptiveFilter;11;2.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61099620288658;54.229134;0.004001078;-0.001116391
ASTERDEM;EdgePreservingMeanFilter;11;2.0;193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61354891039565;51.368446;8.987532e-05;-0.0002824457
ASTERDEM;FPDEMS;11;[5, 2, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61879;54.355293;0.0032210592;-0.00077222125
ASTERDEM;FPDEMS;11;[5, 3, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61847;54.35681;-0.0024306634;-0.0008709118
ASTERDEM;FPDEMS;11;[5, 4, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61906;54.355724;0.002625634;-0.0008390832
ASTERDEM;FPDEMS;11;[5, 5, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61955;54.36458;0.0007831816;-0.00064131443
ASTERDEM;FPDEMS;11;[5, 6, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61763;54.381527;-0.0002448712;-0.00076783745
ASTERDEM;FPDEMS;11;[5, 7, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61743;54.385876;0.0023954618;-0.00094554125
ASTERDEM;FPDEMS;11;[5, 8, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.619;54.38022;0.0010207269;-0.0010196103
ASTERDEM;FPDEMS;11;[5, 9, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62433;54.380066;0.0042394386;-0.0010579308
ASTERDEM;FPDEMS;11;[5, 10, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62018;54.360733;-0.00022899453;-0.0010444652
ASTERDEM;FPDEMS;11;[5, 11, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62045;54.379692;0.0050908076;-0.000984902
ASTERDEM;FPDEMS;11;[5, 12, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62057;54.358173;0.0039885608;-0.0007740697
ASTERDEM;FPDEMS;11;[5, 13, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62173;54.36956;0.0043665357;-0.00055044243
ASTERDEM;FPDEMS;11;[5, 14, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61902;54.381294;0.0024057047;-0.00046288394
ASTERDEM;FPDEMS;11;[5, 15, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61865;54.401466;-0.0051899394;-0.00068967434
ASTERDEM;FPDEMS;11;[5, 16, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62082;54.402283;-0.00013482835;-0.0008170163
ASTERDEM;FPDEMS;11;[5, 17, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62445;54.419735;-0.00043604436;-0.0009405975
ASTERDEM;FPDEMS;11;[5, 18, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61862;54.441685;-0.0023363172;-0.0009939218
ASTERDEM;FPDEMS;11;[5, 19, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6236;54.44753;0.0069084847;-0.0012031273
ASTERDEM;FPDEMS;11;[5, 20, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6196;54.438053;0.0002165499;-0.0011793214
ASTERDEM;FPDEMS;11;[5, 21, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62067;54.48232;0.013563189;-0.0005578348
ASTERDEM;FPDEMS;11;[5, 22, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.622;54.4793;0.0024115709;-0.0004908188
ASTERDEM;FPDEMS;11;[5, 23, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62338;54.484444;0.012015415;-0.00058745546
ASTERDEM;FPDEMS;11;[5, 24, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62032;54.47979;0.001689936;-0.0005344027
ASTERDEM;FPDEMS;11;[5, 25, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62027;54.50358;0.0022158644;-0.00035369158
ASTERDEM;FPDEMS;11;[5, 26, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62106;54.494926;0.003696973;-0.0004985977
ASTERDEM;FPDEMS;11;[5, 27, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61983;54.490936;0.002729903;-0.00023623834
ASTERDEM;FPDEMS;11;[5, 28, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61891;54.483784;0.004484491;-0.0005328224
ASTERDEM;FPDEMS;11;[5, 29, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6225;54.462048;-0.0006631696;-0.0005155984
ASTERDEM;FPDEMS;11;[5, 30, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61774;54.442043;0.007172842;-0.0010928996
ASTERDEM;FPDEMS;11;[5, 31, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61792;54.448723;0.008438543;-0.0007884034
ASTERDEM;FPDEMS;11;[5, 32, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.61996;54.42795;0.0027956702;-0.0008603338
ASTERDEM;FPDEMS;11;[5, 33, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62445;54.43752;-0.0011434727;-0.000818844
ASTERDEM;FPDEMS;11;[5, 34, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62416;54.43429;-3.762307e-05;-0.0011617796
ASTERDEM;FPDEMS;11;[5, 35, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.62138;54.43437;-0.0024796198;-0.0011621609
ASTERDEM;FPDEMS;11;[5, 36, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6185;54.418335;0.0023956043;-0.0013030405
ASTERDEM;FPDEMS;11;[5, 37, 2];193.60776414576085;3.8161924;-1.4349697;-6.448792e-06;193.6153326811099;54.385033;0.0071022934;-0.0010132362;193.6201;54.426823;0.008401027;-0.0014281789
